evid;dt;opid;dispid;rsname;mcssn;mcsname;msuid;msuname;grpname;typeid;direction;statusid;description;duration;notRead;recorded;media;extdispid;soundfile;trgid;trgname;grpid;loneworker;addInfo;sourceid;userName;source_name;target_name;source_uid;target_uid;channel_id;is_server_event
128430;2025-04-19 07:01:47.103;1;bc0599df84a340d6a428da8322e22082;Central;511TSD5111;VOICE MANOUBA;NULL;NULL;;0;0;1;MANOUBA (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة طريق العمومي منوبة;VOICE MANOUBA;dmr:11032002@subscribers.global;dmr:6505@subscribers.global;22020320;0
128431;2025-04-19 07:01:47.103;1;bc0599df84a340d6a428da8322e22082;Central;511TSD5111;VOICE MANOUBA;NULL;NULL;All Call;1;0;5;MANOUBA (1:1) (فرقة طريق العمومي منوبة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة طريق العمومي منوبة;All Call;dmr:11032002@subscribers.global;dmr:all@wides.22020320.global;22020320;0
128432;2025-04-19 07:06:57.707;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور تونس);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور تونس;All Call;dmr:11023004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128433;2025-04-19 07:08:19.727;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1601020;VOIX TUNIS;dmr:1601020@subscribers.global;dmr:6505@subscribers.global;17826016;0
128434;2025-04-19 07:08:19.727;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1601020);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1601020;All Call;dmr:1601020@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128435;2025-04-19 07:08:21.007;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور تونس);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور تونس;All Call;dmr:11023004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128436;2025-04-19 07:08:22.673;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1601020);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1601020;All Call;dmr:1601020@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128437;2025-04-19 07:08:50.627;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1601020);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1601020;All Call;dmr:1601020@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128438;2025-04-19 07:08:51.423;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1601020);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1601020;All Call;dmr:1601020@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128439;2025-04-19 07:08:52.130;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1601020);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1601020;All Call;dmr:1601020@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128440;2025-04-19 07:08:54.890;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1601020);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1601020;All Call;dmr:1601020@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128441;2025-04-19 07:10:58.917;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1603125);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1603125;All Call;dmr:1603125@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128442;2025-04-19 07:12:13.903;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;;0;0;2;BEN AROUS (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مرور مرناق;VOIX BEN AROUS;dmr:11133009@subscribers.global;dmr:6505@subscribers.global;19923168;0
128443;2025-04-19 07:12:49.837;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور حدائق المنزه);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور حدائق المنزه;All Call;dmr:11083010@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128444;2025-04-19 07:13:34.937;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4713;VOIX AFAMAR 2';NULL;NULL;;0;0;1;AFAMAR 2' (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة العمليات المركزية;VOIX AFAMAR 2';dmr:11000001@subscribers.global;dmr:16448250@subscribers.global;24117472;0
128445;2025-04-19 07:13:34.937;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4713;VOIX AFAMAR 2';NULL;NULL;All Call;1;0;5;AFAMAR 2' (1:1) (قاعة العمليات المركزية);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة العمليات المركزية;All Call;dmr:11000001@subscribers.global;dmr:all@wides.24117472.global;24117472;0
128446;2025-04-19 07:14:14.143;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1601014;VOIX TUNIS;dmr:1601014@subscribers.global;dmr:6505@subscribers.global;17826016;0
128447;2025-04-19 07:14:14.143;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1601014);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1601014;All Call;dmr:1601014@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128448;2025-04-19 07:15:34.273;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;;0;0;3;BEN AROUS (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة طريق عمومي فوشانة 25648;VOIX BEN AROUS;dmr:11132033@subscribers.global;dmr:6505@subscribers.global;19923168;0
128449;2025-04-19 07:15:48.337;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور تونس);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور تونس;All Call;dmr:11023004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128450;2025-04-19 07:17:34.543;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور التضامن);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور التضامن;All Call;dmr:11073004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128451;2025-04-19 07:18:11.310;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور تونس);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور تونس;All Call;dmr:11023004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128452;2025-04-19 07:22:49.160;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات إقليم أريانة;VOIX TUNIS;dmr:11052000@subscribers.global;dmr:6505@subscribers.global;17826016;0
128453;2025-04-19 07:22:49.160;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات إقليم أريانة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات إقليم أريانة;All Call;dmr:11052000@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128454;2025-04-19 07:22:50.783;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (قاعة عمليات إقليم أريانة);3;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات إقليم أريانة;All Call;dmr:11052000@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128455;2025-04-19 07:25:27.687;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور التضامن);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور التضامن;All Call;dmr:11073004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128456;2025-04-19 07:27:00.847;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور تونس);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور تونس;All Call;dmr:11023004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128457;2025-04-19 07:29:27.243;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور تونس);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور تونس;All Call;dmr:11023004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128458;2025-04-19 07:30:04.023;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور تونس);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور تونس;All Call;dmr:11023004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128459;2025-04-19 07:35:35.937;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور تونس);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور تونس;All Call;dmr:11023004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128460;2025-04-19 07:43:48.153;1;bc0599df84a340d6a428da8322e22082;Central;511TSD5111;VOICE MANOUBA;NULL;NULL;;0;0;1;MANOUBA (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;امن عمومي البطان;VOICE MANOUBA;dmr:11042021@subscribers.global;dmr:6505@subscribers.global;22020320;0
128461;2025-04-19 07:43:48.153;1;bc0599df84a340d6a428da8322e22082;Central;511TSD5111;VOICE MANOUBA;NULL;NULL;All Call;1;0;5;MANOUBA (1:1) (امن عمومي البطان);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;امن عمومي البطان;All Call;dmr:11042021@subscribers.global;dmr:all@wides.22020320.global;22020320;0
128462;2025-04-19 07:44:25.057;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور تونس);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور تونس;All Call;dmr:11023004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128463;2025-04-19 07:46:10.953;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور التضامن);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور التضامن;All Call;dmr:11073004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128464;2025-04-19 07:46:13.230;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور التضامن);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور التضامن;All Call;dmr:11073004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128465;2025-04-19 07:46:21.407;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور التضامن);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور التضامن;All Call;dmr:11073004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128466;2025-04-19 07:49:27.350;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الطريق العمومي المنيهلة;VOIX TUNIS;dmr:11092009@subscribers.global;dmr:6505@subscribers.global;17826016;0
128467;2025-04-19 07:50:10.590;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فوج التدخل المركزي;VOIX TUNIS;dmr:11003033@subscribers.global;dmr:6505@subscribers.global;17826016;0
128468;2025-04-19 07:52:07.837;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604081;VOIX TUNIS;dmr:1604081@subscribers.global;dmr:6505@subscribers.global;17826016;0
128469;2025-04-19 07:52:07.837;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1604081);2;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604081;All Call;dmr:1604081@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128470;2025-04-19 07:53:54.267;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;المركز البحري برادس;VOIX TUNIS;dmr:11817034@subscribers.global;dmr:6505@subscribers.global;17826016;0
128471;2025-04-19 07:54:38.610;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604080;VOIX TUNIS;dmr:1604080@subscribers.global;dmr:6505@subscribers.global;17826016;0
128472;2025-04-19 07:54:38.610;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1604080);4;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604080;All Call;dmr:1604080@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128473;2025-04-19 07:54:49.277;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604029;VOIX TUNIS;dmr:1604029@subscribers.global;dmr:6505@subscribers.global;17826016;0
128474;2025-04-19 07:54:49.277;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1604029);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604029;All Call;dmr:1604029@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128475;2025-04-19 07:54:58.330;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (مركز مرور التضامن);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور التضامن;All Call;dmr:11073004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128476;2025-04-19 07:55:09.137;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1604080);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604080;All Call;dmr:1604080@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128477;2025-04-19 07:55:37.113;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فوج التدخل المركزي;VOIX TUNIS;dmr:11003016@subscribers.global;dmr:6505@subscribers.global;17826016;0
128478;2025-04-19 07:59:06.263;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1601014);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1601014;All Call;dmr:1601014@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128479;2025-04-19 08:01:37.417;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;34562سيارة التدخل بفوج نعسان;VOIX TUNIS;dmr:11105033@subscribers.global;dmr:6505@subscribers.global;17826016;0
128480;2025-04-19 08:02:02.277;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;;0;0;1;BEN AROUS (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور المحمدية;VOIX BEN AROUS;dmr:11123000@subscribers.global;dmr:6505@subscribers.global;19923168;0
128481;2025-04-19 08:02:02.277;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;All Call;1;0;5;BEN AROUS (1:1) (مركز مرور المحمدية);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز مرور المحمدية;All Call;dmr:11123000@subscribers.global;dmr:all@wides.19923168.global;19923168;0
128482;2025-04-19 08:02:11.927;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;GEANT مركز الفضاء التجاري;VOIX TUNIS;dmr:11062032@subscribers.global;dmr:6505@subscribers.global;17826016;0
128483;2025-04-19 08:03:52.023;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;;0;0;1;Canal 1 (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;13070043;VOIX HAWARIA;dmr:13070043@subscribers.global;dmr:16448250@subscribers.global;28311776;0
128484;2025-04-19 08:03:52.023;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (13070043);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;13070043;Tous les appels;dmr:13070043@subscribers.global;dmr:all@wides.28311776.global;28311776;0
128485;2025-04-19 08:04:06.063;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;;0;0;1;Canal 1 (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;13070020;VOIX HAWARIA;dmr:13070020@subscribers.global;dmr:16448250@subscribers.global;28311776;0
128486;2025-04-19 08:04:06.063;1;bc0599df84a340d6a428da8322e22082;Central;511TSD0640;VOIX HAWARIA;NULL;NULL;Tous les appels;1;0;5;Canal 1 (1:1) (13070020);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;13070020;Tous les appels;dmr:13070020@subscribers.global;dmr:all@wides.28311776.global;28311776;0
128487;2025-04-19 08:04:13.233;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;3;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة امن عمومي شرفش;VOIX TUNIS;dmr:11062037@subscribers.global;dmr:6505@subscribers.global;17826016;0
128488;2025-04-19 08:06:32.390;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فوج التدخل المركزي);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فوج التدخل المركزي;All Call;dmr:11003023@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128489;2025-04-19 08:08:56.383;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (فرقة الطريق العمومي المنيهلة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;فرقة الطريق العمومي المنيهلة;All Call;dmr:11092008@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128490;2025-04-19 08:11:50.927;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;امن عمومي قنطرة بنزرت;VOIX TUNIS;dmr:11062004@subscribers.global;dmr:6505@subscribers.global;17826016;0
128491;2025-04-19 08:11:50.927;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (امن عمومي قنطرة بنزرت);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;امن عمومي قنطرة بنزرت;All Call;dmr:11062004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128492;2025-04-19 08:11:56.623;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (امن عمومي قنطرة بنزرت);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;امن عمومي قنطرة بنزرت;All Call;dmr:11062004@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128493;2025-04-19 08:12:53.560;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;GEANمركز الفضاء التجاري;VOIX TUNIS;dmr:11062007@subscribers.global;dmr:6505@subscribers.global;17826016;0
128494;2025-04-19 08:12:53.560;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (GEANمركز الفضاء التجاري);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;GEANمركز الفضاء التجاري;All Call;dmr:11062007@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128495;2025-04-19 08:13:00.223;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;All Call;1;0;5;Tunis (1:1) (1604029);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;1604029;All Call;dmr:1604029@subscribers.global;dmr:all@wides.17826016.global;17826016;0
128496;2025-04-19 08:13:52.530;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;سيارة امن عمومي شرفش;VOIX TUNIS;dmr:11062037@subscribers.global;dmr:6505@subscribers.global;17826016;0
128497;2025-04-19 08:14:57.690;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;;0;0;1;BEN AROUS (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;المركز البحري البحيرة;VOIX BEN AROUS;dmr:11817004@subscribers.global;dmr:6505@subscribers.global;19923168;0
128498;2025-04-19 08:14:57.690;1;bc0599df84a340d6a428da8322e22082;Central;511TSD3616;VOIX BEN AROUS;NULL;NULL;All Call;1;0;5;BEN AROUS (1:1) (المركز البحري البحيرة);1;0;0;0;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;المركز البحري البحيرة;All Call;dmr:11817004@subscribers.global;dmr:all@wides.19923168.global;19923168;0
128499;2025-04-19 08:17:48.610;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;1;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;مركز امن عمومي حي النصر;VOIX TUNIS;dmr:11092013@subscribers.global;dmr:6505@subscribers.global;17826016;0
128500;2025-04-19 08:18:02.803;1;bc0599df84a340d6a428da8322e22082;Central;511TSD4885;VOIX TUNIS;NULL;NULL;;0;0;2;Tunis (1:1);0;0;0;3;NULL;NULL;NULL;NULL;NULL;0;NULL;0;;قاعة عمليات المنيهلة;VOIX TUNIS;dmr:11092001@subscribers.global;dmr:6505@subscribers.global;17826016;0
